,customer,aritzia
140886,101640,Divinity Jumpsuit
140887,101640,The New Only Coat
140888,101640,Delilah Mini Dress
140889,101640,Supply Cargo Pant
140890,101640,Aster Free Lounge Pant
140891,101640,Contour Crew Longsleeve Bodysuit
140892,101640,The Melina™ Pant
140893,101640,Cuffed Tech Cashmere Gloves
140894,101640,The Effortless Pant
140895,101640,Society Sweater
140896,101640,Justin Jacket
140897,101640,Cozy Fleece Boyfriend Hoodie
140898,101640,Power Hip Blazer
140899,101640,Cozy Fleece Perfect Zip Hoodie
140900,101640,Only Slip Midi Dress
140901,101640,Troop Cargo Pant
140902,101640,Cozy Fleece Perfect Hoodie
140903,101640,Cozy Fleece Perfect Zip Hoodie
140904,101640,The Powder Parka™ Long
140905,101640,Contour Crew Longsleeve Bodysuit
140906,101640,The Constant™ Coat
140907,101640,The Super Puff™
140908,101640,The Super Puff Bomber
140909,101640,Sno Polar Shirt
140910,101640,Sno Polar Shirt
140911,101640,Cozy Fleece Perfect Hoodie
140912,101640,Refined Cargo Pant
140913,101640,TnaCHILL™ Atmosphere Hi-Rise Legging
140914,101640,Troop Cargo Pant
140915,101640,Clara Sweater
140916,101640,The New Only Coat
140917,101640,Alchemy Dress
140918,101640,Delilah Mini Dress
140919,101640,Cozy Fleece Boyfriend Hoodie
140920,101640,Pleated Pant
140921,101640,The Super Puff Bomber
140922,101640,The Summit Parka
140946,101648,Clara Sweater
140947,101648,Thermal Cowlneck
140948,101648,The Super Puff™
140949,101648,Aster Free Lounge Pant
140950,101648,Pleated Pant
140951,101648,TnaCHILL™ Atmosphere Hi-Rise Legging
140952,101648,Justin Jacket
140953,101648,Cozy Fleece Boyfriend Hoodie
140954,101648,Justin Jacket
140955,101648,Alanya Pant
140956,101648,The Super Puff™ Long
140957,101648,TnaCHILL™ Atmosphere Hi-Rise Legging
140958,101648,The Slouch
140959,101648,Ronnie Sweater
140960,101648,Cuffed Tech Cashmere Gloves
140961,101648,Brennan Pant
140962,101648,The Effortless Pant
140963,101648,The Ganna™ Shirt Jacket
140964,101648,Cozy Fleece Perfect Zip Hoodie
140965,101648,Avery Overall
140966,101648,Greenwich Pant
140967,101648,Ronnie Sweater
141037,101670,Justin Jacket
141038,101670,Sprinkles Cardigan
141039,101670,Contour Tank Bodysuit
141040,101670,The Powder Parka™
141041,101670,Carter Blouse
141042,101670,Cozy Fleece Perfect Zip Hoodie
141043,101670,Chase Dress
141044,101670,Divinity Jumpsuit
141045,101670,Cozy Fleece Perfect Zip Hoodie
141046,101670,Aster Free Lounge Pant
141047,101670,The Effortless Pant
141048,101670,The Ganna™ Shirt Jacket
141049,101670,Supply Cargo Pant
141050,101670,Avery Overall
141051,101670,Sprinkles Cardigan
141052,101670,Only Slip Midi Dress
141053,101670,The Powder Parka™ Short
141054,101670,Divinity Jumpsuit
141055,101670,Contour Crew Longsleeve Bodysuit
141056,101670,Contour Crew Longsleeve Bodysuit
141061,101673,Alchemy Dress
141062,101673,Divinity Jumpsuit
141063,101673,Moonstruck Dress
141064,101673,Agency Blazer
141065,101673,Cuffed Tech Cashmere Gloves
141066,101673,The Powder Parka™
141067,101673,The Duvet Puffer Short
141068,101673,Avery Overall
141069,101673,Little Cropped Jacket
141070,101673,Avery Overall
141071,101673,The Constant™ Coat
141072,101673,Alchemy Dress
141073,101673,TnaCHILL™ Atmosphere Hi-Rise Legging
141074,101673,The Effortless Pant
141104,101692,Supply Cargo Pant
141105,101692,Alchemy Dress
141106,101692,The Constant™ Coat
141107,101692,Clara Sweater
141108,101692,The Super Puff Bomber
141109,101692,Cozy Fleece Perfect Zip Hoodie
141110,101692,Ty Cardigan
141111,101692,Clara Sweater
141112,101692,The Super Puff™
141113,101692,Troop Cargo Pant
141114,101692,Alchemy Dress
141115,101692,Sprinkles Cardigan
141198,101720,The Ganna™ Shirt Jacket
141199,101720,Cozy Fleece Boyfriend Hoodie
141200,101720,Daughter Dress
141201,101720,Cozy Fleece Mega Sweatpant
141202,101720,Cozy Fleece Boyfriend Hoodie
141203,101720,Alftan Luxe Cashmere Cardigan
141204,101720,Justin Jacket
141205,101720,Sno Polar Oversized Zip Hoodie
141206,101720,Avery Overall
141207,101720,Sno Polar Shirt
141208,101720,TnaBUTTER™ Rhythm Jumpsuit
141209,101720,The Super Puff™ Shorty
141210,101720,Cozy Fleece Perfect Hoodie
141211,101720,Cozy Fleece Perfect Hoodie
141212,101720,Cozy Fleece Perfect Zip Hoodie
141213,101720,Daughter Dress
141214,101720,Weekend T-Shirt
141215,101720,Delilah Mini Dress
141216,101720,Clara Sweater
141217,101720,Divinity Jumpsuit
141218,101720,The Cloud Puff
141219,101720,Cozy Fleece Perfect Hoodie
141237,101727,The Super Puff™
141238,101727,TnaCHILL™ Atmosphere Hi-Rise Legging
141239,101727,Avery Overall
141240,101727,Cozy Fleece Perfect Hoodie
141241,101727,TnaCHILL™ Atmosphere Hi-Rise Legging
141242,101727,Cyprie Sweater
141243,101727,Avery Overall
141244,101727,The Slouch™ Coat New
141245,101727,Ronnie Sweater
141246,101727,Greenwich Pant
141247,101727,Troop Cargo Pant
141248,101727,Supply Cargo Pant
141249,101727,Justin Jacket
141250,101727,Sno Polar Shirt
141251,101727,The Super Puff™
141252,101727,Retrospect Sweater
141253,101727,Jimmy Pant
141254,101727,Cozy Fleece Perfect Zip Hoodie
141255,101727,The Super Puff₂O™ Long
141256,101727,TnaCHILL™ Atmosphere Hi-Rise Legging
141257,101727,Weekend T-Shirt
141258,101727,The Powder Parka™ Long
141259,101727,The Ganna™ Shirt Jacket
141260,101727,Ronnie Sweater
141261,101727,Clara Sweater
141262,101727,Contour Tank Bodysuit
141263,101727,Ronnie Sweater
141264,101727,The Connor Long Coat
141265,101727,Greenwich Pant
141266,101727,The Super Puff₂O™
141267,101727,The Ganna™ Shirt Jacket
141486,101796,Troop Cargo Pant
141487,101796,The Summit Parka
141488,101796,The Summit Parka Short
141489,101796,Jimmy Pant
141490,101796,TnaBUTTER™ Rhythm Jumpsuit
141491,101796,Delilah Mini Dress
141492,101796,Troop Cargo Pant
141493,101796,Contour Crew Longsleeve Bodysuit
141494,101796,Izzy Cardigan
141495,101796,Greenwich Pant
141496,101796,Weekend T-Shirt
141523,101803,Thermal Cowlneck
141524,101803,Greenwich Pant
141525,101803,Divinity Jumpsuit
141526,101803,The Melina™ Pant
141527,101803,Contour Tank Bodysuit
141528,101803,Cody Massive Polar Vest
141529,101803,Hillside Sweater
141530,101803,Society Sweater
141531,101803,Contour Crew Longsleeve Bodysuit
141532,101803,Carter Blouse
141533,101803,Hillside Sweater
141534,101803,Weekend T-Shirt
141535,101803,Cozy Fleece Perfect Zip Hoodie
141536,101803,Avery Overall
141537,101803,The Connor Long Coat
141538,101803,The Super Puff™
141539,101803,Contour Tank Bodysuit
141540,101803,The Powder Parka™
141541,101803,The Summit Parka
141542,101803,The Super Puff™
141543,101803,The Cloud Puff
141544,101803,Unwind Cardigan
141545,101803,Divinity Jumpsuit
141546,101803,Weekend T-Shirt
141547,101803,TnaCHILL™ Atmosphere Hi-Rise Legging
141548,101803,Power Hip Blazer
141549,101803,Weekend T-Shirt
141550,101803,Ronnie Sweater
141551,101803,Weekend T-Shirt
141559,101805,Agency Blazer
141560,101805,Avery Overall
141561,101805,The New Stedman Coat
141562,101805,Justin Jacket
141563,101805,Supply Cargo Pant
141564,101805,Chase Dress
141565,101805,Sprinkles Cardigan
141566,101805,Pleated Pant
141567,101805,The Mega Puff
141568,101805,Greenwich Pant
141569,101805,Bigfoot Polar Zip Hoodie
141581,101812,Divinity Jumpsuit
141582,101812,Avery Overall
141583,101812,Avery Overall
141584,101812,Retrospect Sweater
141585,101812,Supply Cargo Pant
141586,101812,Cozy Fleece Perfect Zip Hoodie
141587,101812,Contour Crew Longsleeve Bodysuit
141588,101812,Cozy Fleece Boyfriend Hoodie
141589,101812,Justin Jacket
141590,101812,Sprinkles Cardigan
141591,101812,Crown Puffer Long
141601,101814,Cody Massive Polar Vest
141602,101814,Refined Cargo Pant
141603,101814,The Effortless Pant
141604,101814,Troop Cargo Pant
141605,101814,Sno Polar Shirt
141606,101814,TnaCHILL™ Atmosphere Hi-Rise Legging
141607,101814,Alftan Luxe Cashmere Cardigan
141608,101814,Cozy Fleece Perfect Zip Hoodie
141609,101814,The Powder Parka™ Long
141610,101814,TnaCHILL™ Atmosphere Hi-Rise Legging
141611,101814,Troop Cargo Pant
141612,101814,Supply Cargo Pant
141613,101814,Hush Knit V-Neck Sweater
141614,101814,Sno Polar Zip-Up
141615,101814,Contour Crew Longsleeve Bodysuit
141616,101814,Justin Jacket
141617,101814,Contour Crew Longsleeve Bodysuit
141618,101814,Cyprie Sweater
141619,101814,Troop Cargo Pant
141620,101814,Crown Puffer Long
141621,101814,Troop Cargo Pant
141652,101823,Avery Overall
141653,101823,The Slouch™ Coat New
141654,101823,Cyprie Sweater
141655,101823,The Ganna™ Shirt Jacket
141656,101823,Chase Dress
141657,101823,Divinity Jumpsuit
141658,101823,The Super Puff™
141659,101823,Only Slip Midi Dress
141660,101823,The Summit Parka
141661,101823,Picture Cargo Pant
141662,101823,Ronnie Sweater
141663,101823,Cozy Fleece Perfect Zip Hoodie
141664,101823,Cozy Fleece Perfect Hoodie
141665,101823,Greenwich Pant
141666,101823,Izzy Cardigan
141675,101831,Avery Overall
141676,101831,Avery Overall
141677,101831,Alchemy Dress
141678,101831,Alchemy Dress
141679,101831,Moonstruck Dress
141680,101831,Greenwich Pant
141681,101831,Avery Overall
141682,101831,Contour Tank Bodysuit
141683,101831,Power Hip Blazer
141684,101831,The Ganna™ Shirt Jacket
141685,101831,The Ganna™ Shirt Jacket
141686,101832,Sno Polar Oversized Zip Hoodie
141687,101832,Cozy Fleece Perfect Zip Hoodie
141688,101832,The Powder Parka™
141689,101832,Moonstruck Dress
141690,101832,TnaCHILL™ Atmosphere Hi-Rise Legging
141691,101832,The Powder Parka™
141692,101832,Retrospect Sweater
141693,101832,The Super Puff₂O™ Shorty
141694,101832,The Super Puff™
141695,101832,The Cocoon Coat New
141696,101832,Society Sweater
141697,101832,The Super Puff Bomber
141698,101832,Cyprie Sweater
141699,101832,TnaCHILL™ Atmosphere Hi-Rise Legging
141700,101832,Justin Jacket
141701,101832,The Ganna™ Shirt Jacket
141702,101832,Little Cropped Jacket
141703,101832,Divinity Jumpsuit
141704,101832,The Powder Parka™
141705,101832,Cozy Fleece Boyfriend Hoodie
141706,101832,The Slouch™ Coat New
141707,101832,Agency Blazer
141713,101835,The New Only Coat
141714,101835,The Summit Parka
141715,101835,The New Only Coat
141716,101835,Alftan Luxe Cashmere Cardigan
141717,101835,Cozy Fleece Perfect Zip Hoodie
141718,101835,Society Sweater
141719,101835,The Effortless Pant
141720,101835,TnaCHILL™ Atmosphere Hi-Rise Legging
141721,101835,The Effortless Pant
141722,101835,The Summit Parka
141723,101835,Society Sweater
141731,101840,The Super Puff™
141732,101840,The Effortless Pant
141733,101840,The Connor Coat
141734,101840,Avery Overall
141735,101840,Weekend T-Shirt
141736,101840,The New Only Coat
141737,101840,Cozy Fleece Perfect Zip Hoodie
141738,101840,Cozy Fleece Boyfriend Hoodie
141739,101840,The Super Puff™
141740,101840,Alftan Luxe Cashmere Cardigan
141741,101840,Justin Jacket
141742,101840,TnaCHILL™ Atmosphere Hi-Rise Legging
141743,101840,TnaCHILL™ Atmosphere Hi-Rise Legging
141744,101840,Contour Tank Bodysuit
141749,101842,Contour Tank Bodysuit
141750,101842,Cozy Fleece Perfect Zip Hoodie
141751,101842,Ty Cardigan
141752,101842,Chase Dress
141753,101842,Carter Blouse
141754,101842,The Powder Parka™
141755,101842,The Cloud Puff
141756,101842,Cozy Fleece Perfect Zip Hoodie
141757,101842,The Cocoon Coat New
141758,101842,Alftan Luxe Cashmere Cardigan
141759,101842,The Ganna™ Shirt Jacket
141760,101842,Cozy Fleece Boyfriend Hoodie
141761,101842,Weekend T-Shirt
141762,101842,Supply Cargo Pant
141763,101842,Moonstruck Dress
141764,101842,The Super Puff™
141765,101842,Cozy Fleece Perfect Zip Hoodie
141766,101842,Troop Cargo Pant
141767,101842,Avery Overall
141768,101842,Divinity Jumpsuit
141769,101842,Cozy Fleece Perfect Zip Hoodie
141770,101842,Cozy Fleece Boyfriend Hoodie
141771,101842,Cozy Fleece Perfect Zip Hoodie
141788,101848,The Constant™ Coat
141789,101848,Justin Jacket
141790,101848,Izzy Cardigan
141791,101848,The Super Puff™
141792,101848,Ty Cardigan
141793,101848,Troop Cargo Pant
141794,101848,Power Hip Blazer
141795,101848,Daughter Dress
141796,101848,Justin Jacket
141797,101848,Justin Jacket
141798,101848,Power Hip Blazer
141799,101848,Justin Jacket
141800,101848,Justin Jacket
141801,101848,Supply Cargo Pant
141805,101850,TnaCHILL™ Atmosphere Hi-Rise Legging
141806,101850,Avery Overall
141807,101850,The Duvet Puffer Mid
141808,101850,TnaCHILL™ Atmosphere Hi-Rise Legging
141809,101850,Sno Polar Shirt
141810,101850,Cozy Fleece Perfect Zip Hoodie
141811,101850,The Connor Long Coat
141812,101850,Avery Overall
141813,101850,Aster Free Lounge Pant
141814,101850,TnaCHILL™ Atmosphere Hi-Rise Legging
141815,101850,TnaCHILL™ Atmosphere Hi-Rise Legging
141816,101850,The Super Puff™
141817,101850,Contour Crew T-Shirt
141818,101850,The New Stedman Coat
141819,101850,Sno Polar Shirt
141820,101850,Avery Overall
141821,101850,The Super Puff™
141822,101850,Divinity Jumpsuit
141823,101850,TnaCHILL™ Atmosphere Hi-Rise Legging
141824,101850,TnaCHILL™ Atmosphere Hi-Rise Legging
141825,101850,Sno Polar Shirt
141834,101853,Only Slip Midi Dress
141835,101853,Sno Polar ¼ Zip Hip Sweater
141836,101853,Little Cropped Jacket
141837,101853,Contour Crew T-Shirt
141838,101853,Cody Massive Polar Vest
141839,101853,Sno Polar Shirt
141840,101853,Justin Jacket
141841,101853,Justin Jacket
141842,101853,Weekend T-Shirt
141843,101853,Cozy Fleece Perfect Zip Hoodie
141844,101853,Cozy Fleece Perfect Zip Hoodie
141845,101853,Delilah Mini Dress
141846,101853,Refined Cargo Pant
141847,101853,Alchemy Dress
141864,101859,The New Only Coat
141865,101859,The New Only Coat
141866,101859,Alchemy Dress
141867,101859,Pleated Pant
141868,101859,Hillside Sweater
141869,101859,Cozy Fleece Perfect Hoodie
141870,101859,Jimmy Pant
141871,101859,The Summit Parka
141872,101859,Divinity Jumpsuit
141873,101859,The Effortless Pant
141874,101859,Cozy Fleece Perfect Zip Hoodie
141875,101859,Pleated Pant
141876,101859,Justin Jacket
141877,101859,Alftan Luxe Cashmere Cardigan
141878,101859,The Melina™ Pant
141879,101859,The New Stedman Coat
141880,101859,Pleated Pant
141881,101859,Contour Tank Bodysuit
141882,101859,Weekend T-Shirt
141895,101864,Contour Crew Longsleeve Bodysuit
141896,101864,The Super Puff Bomber
141897,101864,Delilah Mini Dress
141898,101864,Supply Cargo Pant
141899,101864,Justin Jacket
141900,101864,The Slouch™ Coat New
141901,101864,Sno Polar Shirt
141902,101864,Power Hip Blazer
141903,101864,Troop Cargo Pant
141904,101864,Sno Polar Shirt
141905,101864,Troop Cargo Pant
141906,101864,Supply Cargo Pant
141907,101864,Carter Blouse
141908,101864,Avery Overall
141909,101864,The Powder Parka™
141910,101864,The Constant™ Coat
141992,101894,Greenwich Pant
141993,101894,Divinity Jumpsuit
141994,101894,The Slouch™ Coat New
141995,101894,Izzy Cardigan
141996,101894,Weekend T-Shirt
141997,101894,Contour Crew Longsleeve Bodysuit
141998,101894,Contour Tank Bodysuit
141999,101894,Contour Crew T-Shirt
142000,101894,The Super Puff™
142001,101894,Aster Free Lounge Pant
142002,101894,Contour Tank Bodysuit
142003,101894,The Slouch™ Coat New
142004,101894,The Ganna™ Shirt Jacket
142005,101894,Justin Jacket
142006,101894,Alftan Luxe Cashmere Cardigan
142007,101894,Aster Free Lounge Pant
142008,101894,Alftan Luxe Cashmere Cardigan
142021,101902,The Melina™ Pant
142022,101902,Contour Tank Bodysuit
142023,101902,Pavant Quilted Jacket
142024,101902,The Ganna™ Long Shirt Jacket
142025,101902,Sno Polar Shirt
142026,101902,Pavant Quilted Jacket
142027,101902,The Powder Parka™
142028,101902,Justin Jacket
142029,101902,Avery Overall
142030,101902,The Powder Parka™
142031,101902,Cyprie Sweater
142032,101902,The Powder Parka™
142033,101902,The Cloud Puff
142034,101902,Sno Polar ¼ Zip Hip Sweater
142041,101904,The Summit Parka
142042,101904,Pleated Pant
142043,101904,Ronnie Sweater
142044,101904,Troop Cargo Pant
142045,101904,The Mega Puff
142046,101904,TnaCHILL™ Atmosphere Hi-Rise Legging
142047,101904,Izzy Cardigan
142048,101904,Contour Crew Longsleeve Bodysuit
142049,101904,Pavant Quilted Jacket
142050,101904,Sherpa Long Liner Jacket
142051,101904,Delilah Mini Dress
142052,101904,Justin Jacket
142053,101904,Justin Jacket
142054,101904,The Cocoon Coat New
142055,101904,Alftan Luxe Cashmere Cardigan
142056,101904,Power Hip Blazer
142057,101904,Izzy Cardigan
142058,101904,Cozy Fleece Perfect Zip Hoodie
142059,101904,Cozy Fleece Perfect Zip Hoodie
142060,101904,Cozy Fleece Perfect Zip Hoodie
142061,101904,Carter Blouse
142062,101904,The Mega Puff
142063,101904,Cozy Fleece Perfect Zip Hoodie
142064,101904,Cozy Fleece Boyfriend Hoodie
142065,101904,The Cocoon Coat New
142066,101904,The Super Puff₂O™
142067,101904,The Constant™ Coat
142068,101904,Cozy Fleece Boyfriend Hoodie
142069,101904,TnaCHILL™ Atmosphere Hi-Rise Legging
142070,101904,Cozy Fleece Boyfriend Hoodie
142071,101904,Agency Blazer
142072,101904,Divinity Jumpsuit
142073,101904,Justin Jacket
142074,101904,Cyprie Sweater
142075,101904,The Summit Parka Short
142076,101904,Delilah Mini Dress
142077,101904,Avery Overall
142078,101904,Cody Massive Polar Vest
142079,101904,Justin Jacket
142080,101904,Contour Tank Bodysuit
142081,101904,TnaCHILL™ Atmosphere Hi-Rise Legging
142082,101904,Avery Overall
142083,101904,Sno Polar Zip-Up
142084,101904,Avery Overall
142085,101904,TnaCHILL™ Atmosphere Hi-Rise Legging
142086,101904,Alftan Luxe Cashmere Cardigan
142087,101904,Justin Jacket
142088,101904,Crown Puffer Long
142089,101904,Refined Cargo Pant
142090,101904,Refined Cargo Pant
142091,101904,Picture Cargo Pant
142092,101904,The Cloud Puff
142093,101904,The Slouch™ Coat New
142094,101904,Clara Sweater
142095,101904,Divinity Jumpsuit
142096,101904,The Super Puff Bomber
142097,101904,Avery Overall
142098,101904,Divinity Jumpsuit
142099,101904,Alftan Luxe Cashmere Cardigan
142100,101904,Divinity Jumpsuit
142101,101904,Cozy Fleece Perfect Zip Hoodie
142102,101904,Cozy Fleece Perfect Zip Hoodie
142103,101904,Cozy Fleece Perfect Zip Hoodie
142104,101904,Cozy Fleece Perfect Zip Hoodie
142105,101904,The Super Puff™
142106,101904,Avery Overall
142107,101904,The Effortless Pant
142108,101904,Sno Polar Oversized Zip Hoodie
142109,101904,Cozy Fleece Boyfriend Hoodie
142110,101904,Pavant Quilted Jacket
142111,101904,Only Slip Midi Dress
142112,101904,The Super Puff™
142113,101904,Divinity Jumpsuit
142114,101904,Troop Cargo Pant
142115,101904,Justin Jacket
142116,101904,Society Sweater
142117,101904,The Super Puff™ Shorty
142118,101904,Divinity Jumpsuit
142119,101904,Society Sweater
142120,101904,Contour Crew Longsleeve Bodysuit
142121,101904,Cozy Fleece Perfect Zip Hoodie
142122,101904,The Powder Parka™
